3	1389	9	92	51	32	137	130	187	262	303	195
	GUAT	MEX	COL	HAW	AUS	AFRI	MED	SAME	CAME		
Sample	Pop	CCMIC6a		CCMIC14a		CCMIC15a					
64	GUAT	84	84	73	79	92	92				
65	GUAT	84	84	73	79	85	92				
66	GUAT	84	84	72	72	91	91				
67	GUAT	85	85	0	0	92	92				
68	GUAT	84	84	72	72	92	92				
69	GUAT	84	84	72	79	92	92				
70	GUAT	84	84	72	72	82	90				
71	GUAT	84	84	72	78	90	90				
72	GUAT	84	84	73	79	92	92				
73	GUAT	85	85	73	73	91	91				
74	GUAT	84	84	72	72	93	93				
75	GUAT	84	84	0	0	92	92				
76	GUAT	84	84	72	72	91	91				
77	GUAT	84	84	0	0	91	91				
78	GUAT	84	84	72	78	91	91				
79	GUAT	84	84	78	78	81	90				
80	GUAT	84	84	0	0	92	92				
81	GUAT	84	84	0	0	92	92				
82	GUAT	85	85	78	78	92	92				
83	GUAT	85	85	73	79	90	90				
84	GUAT	84	84	72	78	92	92				
85	GUAT	85	85	72	72	84	84				
86	GUAT	84	84	72	78	90	90				
87	GUAT	84	84	79	79	90	90				
88	GUAT	85	85	73	79	91	91				
89	GUAT	83	83	73	73	91	91				
90	GUAT	84	84	72	72	91	91				
91	GUAT	85	85	72	79	91	91				
92	GUAT	83	83	72	72	83	91				
93	MEX	85	85	73	73	84	90				
94	MEX	85	85	73	79	85	92				
95	MEX	85	85	73	73	90	90				
96	MEX	85	85	73	73	90	90				
97	MEX	84	91	74	80	90	90				
98	MEX	84	84	81	81	90	90				
99	MEX	84	84	79	79	84	92				
100	MEX	84	84	73	73	83	83				
101	MEX	78	78	73	73	83	89				
102	MEX	85	85	73	73	92	92				
103	MEX	84	84	73	73	90	90				
104	MEX	84	84	72	79	85	92				
105	MEX	84	84	73	80	90	90				
106	MEX	84	84	75	75	90	90				
107	MEX	84	84	79	79	90	90				
108	MEX	84	84	75	75	90	90				
109	MEX	84	84	74	80	90	90				
110	MEX	84	84	74	74	91	91				
111	MEX	84	84	74	79	90	90				
112	MEX	85	85	0	0	92	92				
113	MEX	84	84	0	0	83	83				
114	MEX	84	84	74	80	82	90				
115	MEX	84	84	0	0	83	90				
116	MEX	84	84	74	80	90	90				
117	MEX	85	85	73	73	83	91				
118	MEX	84	84	74	80	83	91				
119	MEX	84	84	74	79	90	90				
120	MEX	84	84	74	74	90	90				
121	MEX	84	84	80	80	90	90				
122	MEX	84	84	74	80	0	0				
123	MEX	84	84	80	80	90	90				
124	MEX	85	85	74	80	85	92				
125	MEX	85	85	0	0	90	90				
126	MEX	84	84	80	80	83	90				
127	MEX	85	85	74	79	83	91				
128	MEX	84	84	79	79	0	0				
129	MEX	85	85	74	74	0	0				
130	MEX	84	84	74	80	83	89				
131	MEX	84	84	74	79	0	0				
132	MEX	84	84	73	80	90	90				
133	MEX	84	84	74	74	90	90				
134	MEX	71	71	74	80	90	90				
135	MEX	84	84	74	74	83	90				
136	MEX	84	84	74	80	90	90				
137	MEX	84	84	74	74	90	90				
138	MEX	84	84	80	80	90	90				
139	MEX	84	84	74	79	90	90				
140	MEX	78	78	73	73	82	89				
141	MEX	0	0	73	73	90	90				
142	MEX	84	84	79	79	83	90				
143	MEX	84	84	74	74	90	90				
144	COL	108	108	93	93	118	118				
145	COL	107	107	0	0	118	118				
146	COL	107	107	93	93	0	0				
147	COL	107	107	93	93	117	117				
148	COL	107	107	93	93	117	117				
149	COL	108	108	93	93	120	120				
150	COL	107	107	94	94	120	120				
151	COL	107	107	0	0	0	0				
152	COL	107	107	0	0	118	118				
153	COL	107	107	92	92	116	116				
154	COL	107	107	92	92	116	116				
155	COL	104	104	92	92	0	0				
156	COL	107	107	92	92	117	117				
157	COL	107	107	91	91	114	114				
158	COL	108	108	91	91	116	116				
159	COL	105	105	90	90	117	117				
160	COL	107	107	91	91	116	116				
161	COL	108	108	91	91	115	115				
162	COL	107	107	93	93	116	116				
163	COL	0	0	91	91	117	117				
164	COL	107	107	0	0	0	0				
165	COL	105	105	91	91	112	112				
166	COL	106	106	92	92	114	114				
167	COL	105	105	0	0	114	114				
168	COL	105	105	91	91	115	115				
169	COL	0	0	0	0	0	0				
170	COL	105	105	0	0	114	114				
171	COL	105	105	94	94	114	114				
172	COL	104	104	94	94	113	113				
173	COL	104	104	94	94	113	113				
174	COL	108	108	0	0	114	114				
175	COL	107	107	0	0	114	114				
176	HAW	92	92	74	74	102	102				
177	HAW	92	92	74	74	92	102				
178	HAW	92	92	74	82	92	92				
179	HAW	92	92	74	82	92	100				
180	HAW	92	92	82	82	102	102				
181	HAW	92	92	74	74	92	92				
182	HAW	92	92	74	74	92	102				
183	HAW	92	92	74	74	0	0				
184	HAW	0	0	82	82	102	102				
185	HAW	92	94	74	74	92	92				
186	HAW	92	92	74	82	0	0				
187	HAW	92	92	74	82	102	102				
188	HAW	92	92	82	82	102	102				
189	HAW	92	102	74	82	92	102				
190	HAW	92	92	74	74	92	102				
191	HAW	92	92	74	82	92	102				
192	HAW	92	94	82	82	92	102				
193	HAW	92	92	74	82	102	102				
194	HAW	92	94	82	82	102	102				
195	HAW	92	92	82	82	92	102				
196	HAW	92	92	74	82	102	102				
197	HAW	92	92	82	82	102	102				
198	HAW	92	92	74	74	102	102				
199	HAW	92	92	82	82	92	92				
200	HAW	92	92	74	82	102	102				
201	HAW	102	102	74	74	0	0				
202	HAW	94	102	74	74	92	102				
203	HAW	92	100	74	82	92	102				
204	HAW	92	92	74	74	102	102				
205	HAW	92	92	82	82	102	102				
206	HAW	92	94	74	74	92	102				
207	HAW	94	102	74	74	102	102				
208	HAW	92	92	74	74	102	102				
209	HAW	94	94	82	82	102	102				
210	HAW	94	94	74	82	90	100				
211	HAW	92	94	74	82	92	92				
212	HAW	92	94	74	82	102	102				
213	HAW	92	92	74	74	92	102				
214	HAW	92	92	74	82	102	102				
215	HAW	92	94	74	82	92	100				
216	HAW	92	102	74	82	100	102				
217	HAW	92	92	74	82	92	102				
218	HAW	92	92	74	82	102	102				
219	HAW	92	92	74	82	92	102				
220	HAW	92	92	74	82	102	102				
221	HAW	92	98	74	82	102	102				
222	HAW	92	92	74	74	100	102				
223	HAW	94	102	74	82	102	102				
224	HAW	92	92	82	82	102	102				
225	HAW	88	88	74	74	102	102				
226	HAW	92	92	74	74	102	102				
227	HAW	92	92	74	74	102	102				
228	HAW	92	94	74	82	92	102				
229	HAW	92	92	74	82	92	102				
230	HAW	92	92	74	74	102	102				
231	HAW	92	94	74	82	102	102				
232	HAW	92	92	74	74	92	92				
233	HAW	92	94	74	82	102	102				
234	HAW	92	98	74	82	92	102				
235	HAW	92	102	74	82	92	102				
236	HAW	92	94	82	82	92	102				
237	HAW	92	94	74	74	0	0				
238	HAW	92	92	74	82	92	102				
239	HAW	92	94	74	82	92	102				
240	HAW	92	102	74	82	102	102				
241	HAW	102	102	82	82	100	102				
242	HAW	92	102	74	82	102	102				
243	HAW	92	92	74	82	92	102				
244	HAW	92	92	74	74	0	0				
245	HAW	92	92	74	74	92	102				
246	HAW	92	92	74	74	92	102				
247	HAW	92	92	82	82	102	102				
248	HAW	92	94	74	82	102	102				
249	HAW	94	102	82	82	102	102				
250	HAW	84	92	74	74	90	102				
251	HAW	94	94	74	74	102	102				
252	HAW	92	92	82	82	102	102				
253	HAW	92	92	74	82	92	92				
254	HAW	94	94	82	82	90	92				
255	HAW	94	98	74	82	92	102				
256	HAW	94	102	74	74	102	102				
257	HAW	92	92	74	74	92	92				
258	HAW	92	102	74	74	102	102				
259	HAW	92	102	74	74	102	102				
260	HAW	92	94	74	82	90	102				
261	HAW	92	94	74	82	92	102				
262	HAW	92	92	74	74	102	102				
263	HAW	92	92	74	74	90	102				
264	HAW	92	92	74	74	92	102				
265	HAW	92	102	74	82	90	92				
266	HAW	102	102	74	74	102	102				
267	HAW	92	98	74	74	90	92				
268	HAW	92	92	82	82	92	102				
269	HAW	92	94	82	82	102	102				
270	HAW	92	92	74	74	90	92				
271	HAW	102	102	74	82	92	92				
272	HAW	92	98	74	82	92	92				
273	HAW	92	102	74	74	92	100				
274	HAW	92	94	74	82	102	102				
275	HAW	92	92	74	74	92	102				
276	HAW	92	92	82	82	102	102				
277	HAW	102	102	74	74	92	102				
278	HAW	94	102	74	82	102	102				
279	HAW	92	92	74	82	92	102				
280	HAW	94	94	74	82	100	102				
281	HAW	102	102	74	82	102	102				
282	HAW	92	92	74	82	102	102				
283	HAW	92	92	82	82	92	102				
284	HAW	92	92	74	82	92	92				
285	HAW	92	92	74	74	102	102				
286	HAW	92	92	74	82	92	102				
287	HAW	92	92	74	82	102	102				
288	HAW	92	92	74	74	102	102				
289	HAW	92	94	74	82	102	102				
290	HAW	92	92	74	82	92	102				
291	HAW	92	92	74	82	102	102				
292	HAW	92	92	74	82	92	92				
293	HAW	94	94	74	74	92	102				
294	HAW	92	102	74	82	92	92				
295	HAW	92	92	82	82	90	102				
296	HAW	102	102	82	82	102	102				
297	HAW	92	92	74	82	100	102				
298	HAW	92	94	74	74	102	102				
299	HAW	92	92	74	82	92	102				
300	HAW	92	98	74	82	92	92				
301	HAW	92	94	74	82	102	102				
302	HAW	102	102	74	74	92	102				
303	HAW	92	92	74	74	92	102				
304	HAW	92	92	74	82	0	0				
305	HAW	92	92	74	74	0	0				
306	HAW	92	92	74	74	0	0				
307	HAW	92	92	74	82	102	102				
308	HAW	92	92	74	74	92	102				
309	HAW	92	92	74	82	102	102				
310	HAW	92	102	74	82	92	102				
311	HAW	92	92	82	82	92	100				
312	HAW	92	92	74	82	102	102				
313	AUS	102	102	74	74	90	102				
314	AUS	92	92	74	74	90	90				
315	AUS	92	92	74	74	90	102				
316	AUS	92	92	74	74	90	90				
317	AUS	92	102	74	74	90	90				
318	AUS	90	90	74	74	90	90				
319	AUS	92	102	74	74	90	90				
320	AUS	90	102	74	74	90	90				
321	AUS	90	90	74	74	90	90				
322	AUS	92	92	74	74	90	90				
323	AUS	90	92	74	74	90	90				
324	AUS	90	102	74	74	90	90				
325	AUS	92	92	74	74	90	102				
326	AUS	92	92	74	74	90	90				
327	AUS	90	90	74	74	90	90				
328	AUS	90	102	74	74	90	90				
329	AUS	90	102	74	82	90	90				
330	AUS	102	102	74	82	92	102				
331	AUS	102	102	74	74	90	90				
332	AUS	92	102	74	74	100	100				
333	AUS	102	102	74	82	90	92				
334	AUS	90	90	74	74	90	102				
335	AUS	90	102	74	74	90	90				
336	AUS	90	102	74	74	90	90				
337	AUS	90	92	74	74	90	92				
338	AUS	90	92	74	74	102	102				
339	AUS	90	92	74	74	90	90				
340	AUS	92	102	74	74	90	102				
341	AUS	102	102	74	74	90	90				
342	AUS	90	102	74	74	90	92				
343	AUS	92	92	74	74	90	90				
344	AUS	90	92	74	74	92	102				
345	AUS	90	102	74	74	90	90				
346	AUS	92	92	74	82	90	90				
347	AUS	92	92	74	74	90	92				
348	AUS	102	102	74	74	90	102				
349	AUS	90	102	74	74	90	90				
350	AUS	92	92	74	74	102	102				
351	AUS	90	92	74	74	102	102				
352	AUS	90	92	74	74	90	102				
353	AUS	94	94	74	74	100	100				
354	AUS	92	100	74	74	90	100				
355	AUS	94	102	74	74	90	90				
356	AUS	90	90	74	74	90	102				
357	AUS	74	102	74	74	90	90				
358	AUS	90	92	74	74	90	102				
359	AUS	92	102	74	74	92	102				
360	AUS	90	90	74	74	90	102				
361	AUS	90	92	74	82	90	102				
362	AUS	100	100	74	74	90	90				
363	AUS	90	92	74	82	90	102				
364	AUS	92	92	74	74	90	90				
365	AUS	92	92	74	74	90	90				
366	AUS	92	102	74	74	90	102				
367	AUS	90	102	74	74	90	92				
368	AUS	92	102	74	74	90	102				
369	AUS	90	102	74	74	90	90				
370	AUS	92	92	74	74	90	92				
371	AUS	102	102	74	82	92	102				
372	AUS	92	102	74	74	90	102				
373	AUS	92	102	74	74	90	90				
374	AUS	92	92	74	74	102	102				
375	AUS	92	92	74	74	90	92				
376	AUS	92	92	74	74	90	102				
377	AUS	90	102	74	82	90	102				
378	AUS	102	102	74	74	90	90				
379	AUS	94	102	74	82	90	102				
380	AUS	92	94	74	74	90	90				
381	AUS	92	92	74	74	90	90				
382	AUS	94	102	74	74	90	100				
383	AUS	94	102	74	74	90	100				
384	AUS	92	100	74	74	90	90				
385	AUS	94	94	74	74	90	90				
386	AUS	102	102	74	74	90	90				
387	AUS	102	102	74	74	90	90				
388	AUS	92	100	74	74	90	90				
389	AUS	94	94	74	74	90	100				
390	AUS	90	92	74	74	90	102				
391	AUS	90	92	82	82	90	102				
392	AUS	90	92	74	74	90	90				
393	AUS	90	92	74	74	90	90				
394	AUS	90	92	74	82	90	100				
395	AUS	90	92	74	74	90	100				
396	AUS	90	92	74	74	90	102				
397	AUS	92	92	74	74	90	90				
398	AUS	0	0	74	74	90	90				
399	AUS	94	102	74	74	90	102				
400	AUS	94	102	74	74	90	102				
401	AUS	90	100	74	74	90	90				
402	AUS	92	100	74	74	90	92				
403	AUS	92	100	74	74	90	102				
404	AUS	90	92	74	82	90	92				
405	AUS	92	92	74	74	90	102				
406	AUS	100	102	74	74	90	100				
407	AUS	92	92	74	74	90	100				
408	AUS	92	100	74	74	90	90				
409	AUS	90	92	74	74	90	90				
410	AUS	92	100	74	74	92	92				
411	AUS	92	92	74	74	90	90				
412	AUS	90	92	74	82	102	102				
413	AUS	90	98	74	82	92	100				
414	AUS	92	92	74	74	90	90				
415	AUS	98	100	74	74	90	90				
416	AUS	92	92	74	74	90	100				
417	AUS	92	100	74	74	90	90				
418	AUS	92	92	0	0	90	90				
419	AUS	90	90	74	74	92	92				
420	AUS	90	92	74	74	90	102				
421	AUS	90	92	74	74	90	102				
422	AUS	90	92	74	74	90	102				
423	AUS	90	92	74	74	90	90				
424	AUS	90	100	74	74	90	102				
425	AUS	92	100	74	74	102	102				
426	AUS	92	100	74	74	90	102				
427	AUS	94	102	74	74	102	102				
428	AUS	74	90	74	74	90	92				
429	AUS	92	100	74	74	90	90				
430	AUS	90	92	74	74	90	90				
431	AUS	92	92	74	74	90	102				
432	AUS	90	92	74	74	90	90				
433	AUS	90	100	74	74	90	102				
434	AUS	90	90	74	74	90	90				
435	AUS	90	102	74	74	90	92				
436	AUS	90	90	74	74	90	90				
437	AUS	92	102	74	74	90	100				
438	AUS	100	100	74	90	90	92				
439	AUS	100	100	74	74	90	92				
440	AUS	0	0	74	74	90	90				
441	AUS	0	0	74	74	90	90				
442	AUS	100	100	74	74	90	90				
443	AFRI	86	102	76	76	0	0				
444	AFRI	102	102	74	88	90	90				
445	AFRI	102	102	76	76	96	96				
446	AFRI	92	92	74	74	96	96				
447	AFRI	94	94	76	88	94	98				
448	AFRI	94	102	74	88	90	96				
449	AFRI	102	102	76	88	84	100				
450	AFRI	102	102	74	76	96	96				
451	AFRI	94	102	74	76	96	96				
452	AFRI	102	102	76	76	100	100				
453	AFRI	102	102	74	76	96	96				
454	AFRI	90	102	74	82	96	102				
455	AFRI	102	102	76	88	84	90				
456	AFRI	102	102	74	74	0	0				
457	AFRI	94	94	74	74	96	102				
458	AFRI	76	94	74	76	96	102				
459	AFRI	76	102	74	78	96	96				
460	AFRI	102	102	76	88	84	96				
461	AFRI	102	102	76	76	96	96				
462	AFRI	102	102	74	78	84	84				
463	AFRI	94	94	74	76	0	0				
464	AFRI	74	94	74	76	96	96				
465	AFRI	102	102	74	76	90	96				
466	AFRI	0	0	76	76	96	96				
467	AFRI	94	94	74	76	96	96				
468	AFRI	90	90	74	78	88	104				
469	AFRI	94	94	64	64	90	96				
470	AFRI	70	82	82	82	0	0				
471	AFRI	96	96	74	74	0	0				
472	AFRI	88	88	76	82	90	102				
473	AFRI	84	84	74	76	0	0				
474	AFRI	0	0	64	74	90	90				
475	AFRI	78	80	74	76	0	0				
476	AFRI	86	86	74	76	86	98				
477	AFRI	86	86	74	76	90	96				
478	AFRI	92	92	74	76	0	0				
479	AFRI	0	0	74	74	88	88				
480	AFRI	74	80	74	76	0	0				
481	AFRI	74	88	74	76	84	88				
482	AFRI	82	102	76	76	90	96				
483	AFRI	74	82	74	80	92	98				
484	AFRI	72	86	78	80	84	90				
485	AFRI	86	86	86	86	0	0				
486	AFRI	88	90	74	80	88	96				
487	AFRI	74	74	74	84	90	90				
488	AFRI	0	0	74	82	88	104				
489	AFRI	74	74	72	74	90	104				
490	AFRI	74	86	0	0	90	104				
491	AFRI	78	78	74	82	84	90				
492	AFRI	96	96	64	74	84	90				
493	AFRI	78	78	74	80	90	96				
494	AFRI	96	96	82	82	90	94				
495	AFRI	82	86	76	80	0	0				
496	AFRI	78	78	74	74	0	0				
497	AFRI	86	92	74	74	90	96				
498	AFRI	96	96	74	74	90	96				
499	AFRI	74	74	80	80	92	96				
500	AFRI	98	98	74	76	86	102				
501	AFRI	72	72	74	80	0	0				
502	AFRI	74	74	74	74	92	102				
503	AFRI	74	98	74	78	90	90				
504	AFRI	74	74	70	74	90	96				
505	AFRI	84	84	74	76	0	0				
506	AFRI	78	82	76	80	0	0				
507	AFRI	78	82	76	82	88	96				
508	AFRI	86	86	80	86	86	92				
509	AFRI	74	74	64	64	0	0				
510	AFRI	74	86	72	80	0	0				
511	AFRI	86	86	72	74	84	96				
512	AFRI	74	74	82	86	90	96				
513	AFRI	84	84	76	80	96	96				
514	AFRI	82	82	74	80	90	96				
515	AFRI	74	78	76	82	90	90				
516	AFRI	74	86	74	76	90	102				
517	AFRI	74	74	74	82	84	88				
518	AFRI	78	102	74	74	88	90				
519	AFRI	102	102	74	82	96	102				
520	AFRI	88	90	76	82	90	108				
521	AFRI	74	74	72	80	0	0				
522	AFRI	0	0	74	78	94	102				
523	AFRI	74	98	68	74	86	90				
524	AFRI	94	94	74	76	102	102				
525	AFRI	80	80	74	76	0	0				
526	AFRI	82	98	74	74	84	102				
527	AFRI	74	74	74	74	84	86				
528	AFRI	0	0	74	82	92	102				
529	AFRI	74	94	76	82	88	108				
530	AFRI	74	98	74	80	0	0				
531	AFRI	90	90	74	80	90	96				
532	AFRI	70	82	74	74	90	90				
533	AFRI	82	102	74	76	100	100				
534	AFRI	98	98	74	74	88	102				
535	AFRI	106	106	74	74	88	92				
536	AFRI	82	82	74	74	84	88				
537	AFRI	74	82	74	80	100	102				
538	AFRI	70	70	74	74	104	104				
539	AFRI	88	98	72	74	90	96				
540	AFRI	84	84	74	74	88	102				
541	AFRI	90	100	74	76	86	104				
542	AFRI	78	78	72	74	90	90				
543	AFRI	80	80	74	74	88	102				
544	AFRI	90	102	74	76	90	126				
545	AFRI	86	102	74	86	86	102				
546	AFRI	84	86	72	74	84	90				
547	AFRI	84	86	72	74	84	90				
548	AFRI	84	90	74	74	96	104				
549	AFRI	74	78	76	80	88	96				
550	AFRI	74	116	72	74	88	102				
551	AFRI	76	78	74	80	90	94				
552	AFRI	82	88	74	80	90	94				
553	AFRI	82	82	74	80	102	102				
554	AFRI	82	82	74	80	86	90				
555	AFRI	74	74	76	82	88	90				
556	AFRI	74	82	74	74	86	88				
557	AFRI	76	78	74	80	88	90				
558	AFRI	104	104	74	74	0	0				
559	AFRI	74	90	74	80	0	0				
560	AFRI	98	98	74	74	92	104				
561	AFRI	86	86	74	82	90	114				
562	AFRI	90	90	72	74	92	92				
563	AFRI	86	100	72	76	0	0				
564	AFRI	86	86	72	80	90	102				
565	AFRI	70	70	72	72	82	98				
566	AFRI	82	82	72	80	0	0				
567	AFRI	78	78	72	74	88	104				
568	AFRI	74	102	74	74	90	104				
569	AFRI	82	86	74	86	84	90				
570	AFRI	102	102	76	76	90	102				
571	AFRI	82	86	74	74	100	102				
572	AFRI	82	82	64	74	86	92				
573	AFRI	86	86	74	82	88	102				
574	AFRI	72	72	74	74	84	98				
575	AFRI	86	86	74	74	88	92				
576	AFRI	74	78	72	76	0	0				
577	AFRI	70	92	76	76	84	104				
578	AFRI	86	100	72	74	90	102				
579	AFRI	70	74	74	74	98	98				
580	AFRI	74	74	74	80	0	0				
581	AFRI	86	86	64	74	88	98				
582	AFRI	72	72	74	74	98	104				
583	AFRI	72	72	74	74	90	98				
584	AFRI	74	74	74	74	98	104				
585	AFRI	70	70	74	74	90	98				
586	AFRI	74	74	74	74	98	104				
587	AFRI	78	78	74	80	84	84				
588	AFRI	70	70	76	76	102	102				
589	AFRI	70	70	74	84	84	96				
590	AFRI	82	86	74	82	88	90				
591	AFRI	74	74	74	76	84	102				
592	AFRI	82	84	74	74	0	0				
593	AFRI	98	98	74	74	90	94				
594	AFRI	82	90	74	80	84	90				
595	AFRI	86	86	72	74	84	90				
596	AFRI	70	70	72	74	0	0				
597	AFRI	82	82	74	80	84	100				
598	AFRI	74	86	74	84	0	0				
599	AFRI	86	86	74	82	0	0				
600	AFRI	78	82	64	74	0	0				
601	AFRI	82	102	74	74	84	86				
602	AFRI	74	102	74	74	102	104				
603	AFRI	74	82	72	72	84	90				
604	AFRI	86	86	74	76	84	90				
605	AFRI	70	78	72	80	84	102				
606	AFRI	78	102	64	76	84	102				
607	AFRI	84	86	74	74	84	102				
608	AFRI	74	102	74	76	90	98				
609	AFRI	84	86	74	80	88	90				
610	AFRI	74	74	64	72	84	94				
611	AFRI	100	100	76	76	84	104				
612	AFRI	78	100	74	80	84	90				
613	AFRI	78	102	74	76	90	102				
614	AFRI	70	82	74	74	90	102				
615	AFRI	82	82	74	74	0	0				
616	AFRI	72	82	74	82	98	102				
617	AFRI	74	74	64	82	96	102				
618	AFRI	82	88	74	74	88	102				
619	AFRI	74	78	74	86	0	0				
620	AFRI	74	78	64	74	0	0				
621	AFRI	78	82	64	80	0	0				
622	AFRI	78	82	74	74	0	0				
623	AFRI	78	86	74	74	0	0				
624	AFRI	78	82	64	74	0	0				
625	AFRI	82	82	74	74	0	0				
626	AFRI	78	78	74	82	92	102				
627	AFRI	82	82	64	84	84	90				
628	AFRI	78	78	74	74	84	102				
629	AFRI	82	82	64	74	84	102				
630	MED	82	94	74	74	0	0				
631	MED	90	98	74	74	90	102				
632	MED	90	94	74	74	90	102				
633	MED	82	90	74	74	88	102				
634	MED	88	90	74	74	90	90				
635	MED	88	90	74	74	90	102				
636	MED	90	94	74	82	92	102				
637	MED	74	90	74	74	92	102				
638	MED	74	90	74	82	90	90				
639	MED	90	94	74	74	90	102				
640	MED	74	102	74	82	90	92				
641	MED	90	90	74	74	90	92				
642	MED	90	90	74	82	90	102				
643	MED	74	92	74	74	90	102				
644	MED	74	90	74	74	92	102				
645	MED	74	90	74	74	102	102				
646	MED	74	94	74	74	90	100				
647	MED	90	94	74	74	0	0				
648	MED	74	94	74	82	0	0				
649	MED	90	94	74	74	0	0				
650	MED	90	94	74	74	0	0				
651	MED	74	94	74	74	0	0				
652	MED	74	92	74	74	0	0				
653	MED	74	94	74	74	0	0				
654	MED	74	94	74	74	0	0				
655	MED	90	94	74	74	90	100				
656	MED	90	90	74	74	0	0				
657	MED	90	94	74	82	90	102				
658	MED	74	90	74	74	92	102				
659	MED	90	94	74	74	0	0				
660	MED	74	94	74	82	0	0				
661	MED	94	94	74	74	92	102				
662	MED	74	94	74	82	0	0				
663	MED	74	74	74	74	100	100				
664	MED	74	94	74	74	94	100				
665	MED	74	74	74	74	100	100				
666	MED	74	74	74	74	100	102				
667	MED	74	90	74	74	98	100				
668	MED	92	92	74	74	100	100				
669	MED	74	94	74	74	100	102				
670	MED	74	74	74	74	100	102				
671	MED	74	94	74	74	100	100				
672	MED	74	94	74	74	94	100				
673	MED	74	94	74	74	100	100				
674	MED	94	94	74	74	100	100				
675	MED	94	94	74	74	100	100				
676	MED	74	94	74	74	100	100				
677	MED	74	94	74	74	100	100				
678	MED	74	94	74	74	100	100				
679	MED	74	74	74	74	100	100				
680	MED	74	94	74	74	100	102				
681	MED	74	74	74	74	100	102				
682	MED	94	94	74	74	100	102				
683	MED	74	94	74	74	100	100				
684	MED	90	90	74	74	100	100				
685	MED	74	90	74	82	100	102				
686	MED	74	94	74	82	92	100				
687	MED	90	90	74	74	90	92				
688	MED	74	94	74	74	100	100				
689	MED	74	94	74	74	100	100				
690	MED	74	90	74	74	90	100				
691	MED	92	92	74	74	92	102				
692	MED	74	94	74	74	100	102				
693	MED	90	94	74	74	102	102				
694	MED	94	94	74	74	90	100				
695	MED	90	94	74	74	92	102				
696	MED	90	94	74	74	90	102				
697	MED	90	94	74	74	0	0				
698	MED	94	94	74	74	0	0				
699	MED	90	94	74	74	90	102				
700	MED	94	94	74	74	90	92				
701	MED	90	90	74	74	100	100				
702	MED	90	90	74	74	0	0				
703	MED	90	94	74	74	90	102				
704	MED	74	90	74	74	92	102				
705	MED	92	92	74	74	90	102				
706	MED	90	94	74	82	90	102				
707	MED	90	90	74	82	90	100				
708	MED	90	90	74	82	102	102				
709	MED	90	94	74	74	100	100				
710	MED	90	94	74	74	102	102				
711	MED	74	90	74	74	90	100				
712	MED	76	90	74	82	90	102				
713	MED	90	90	74	82	100	102				
714	MED	90	90	74	74	90	102				
715	MED	90	90	74	82	0	0				
716	MED	74	94	74	74	90	100				
717	MED	74	94	74	74	0	0				
718	MED	90	94	74	74	90	92				
